"COD_CLIENTE";"CAT_EDAD";"ESTADO_CIVIL";"NIVEL_ESTUDIOS";"RANGO_INGRESOS";"SEXO"
"CLI0008976789";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0002684257";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0045203312";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0046286862";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0041109736";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0010517575";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0040587186";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0007109743";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"MUJER"
"CLI0005593626";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";"HOMBRE"
"CLI0009701103";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0042720076";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0005323845";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0040642552";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0010082939";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0041694725";"3_30_40";"SOLTERO";"PRIMARIA";">=2000";"HOMBRE"
"CLI0042578033";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0003585461";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0046985646";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0046010863";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0025602512";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0044522711";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0044765575";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0006582740";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0004074562";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0016725698";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0006674605";"3_30_40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0032121905";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0015726817";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0041639467";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0008686437";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0043534741";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0019902576";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0046881968";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0072321091";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER"
"CLI0044029014";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0006134208";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0004066954";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0029597266";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0000017929";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0070450721";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0002634627";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0029532526";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0042664011";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0003878680";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0042530944";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE"
"CLI0047690186";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0046926076";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0032645341";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0077277083";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"DR_00020053661";"3_30_40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0000475276";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0042262645";"2_MINUS30";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0046049788";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE"
"CLI0010834193";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0042846405";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0080636723";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0010561181";"4_PLUS40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0010051470";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"MUJER"
"CLI0041267253";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0046673943";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0044565647";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0009019075";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0070293474";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0010308518";"3_30_40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0010658490";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0010203053";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0029320347";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0022513532";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0070504420";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0009049615";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER"
"CLI0003499355";"3_30_40";"CASADO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0017402619";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0018224128";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0016447154";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0044384543";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0076958226";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0009932370";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0040679942";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0071518116";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0032793690";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0048505928";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0080683890";"3_30_40";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0025581352";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0070525505";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"MUJER"
"CLI0008720110";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0040609752";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0022283306";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0019034863";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0044038453";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0044741612";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0045420195";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0048082506";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0018019104";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0047753529";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0029669788";"3_30_40";"CASADO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0044170414";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0008932441";"4_PLUS40";"CASADO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0010235624";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0046859804";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0072659245";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0046837082";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0019252106";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0029542199";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0047582287";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0044007005";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0006036024";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0041502213";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0043040225";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0047257533";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0041849992";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0080218398";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0026954901";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0045876926";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0025769422";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0047128086";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0008843169";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0028202786";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0008540541";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0009990197";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0025719558";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0040609837";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0040888844";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0042434006";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0043680699";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0040311549";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER"
"CLI0021455522";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0044925618";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0007200371";"4_PLUS40";"CASADO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"R_10407856878";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0046628169";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0041295963";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0025455168";"4_PLUS40";"CASADO";"SECUNDARIA";"<600";"MUJER"
"CLI0045122925";"2_MINUS30";"CASADO";"SECUNDARIA";"<600";"MUJER"
"CLI0043189607";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0080347353";"3_30_40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0041563236";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0010079565";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0046259515";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0070253708";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0046433483";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0010677119";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0046352762";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0042720879";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0048263330";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0045349742";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0010747732";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0029419928";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0021465520";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0072655449";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0001071828";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0046896868";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0007479971";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0041972596";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0073966083";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0010805127";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0029317785";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[1000-2000>";"HOMBRE"
"CLI0041230261";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0072187421";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0015430593";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0002427055";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0028982108";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0040287106";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0007636506";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0043718545";"2_MINUS30";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0042579038";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0044129584";"2_MINUS30";"SOLTERO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0047813014";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0000799969";"4_PLUS40";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0047957453";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0044312782";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0041838387";"2_MINUS30";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0002621435";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"DR_00025062010";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0042961345";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0021836244";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0040727437";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0003666324";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"MUJER"
"DR_00042800837";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0046460471";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0043084976";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0040586108";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0005071317";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0025500337";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0041437076";"3_30_40";"SOLTERO";"SIN_ESTUDIOS";"[1000-2000>";"HOMBRE"
"CLI0040772953";"3_30_40";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0044681966";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0009892745";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0009077301";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0046187566";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0042814178";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0040051095";"3_30_40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0042831891";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0009400926";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0070246064";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0007415490";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0017938507";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0018855530";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0009033713";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0006906552";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0032780423";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0003833929";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0047407039";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0077281014";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"HOMBRE"
"CLI0030856747";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0047180712";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0009712876";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0046735751";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0019881593";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0045631125";"4_PLUS40";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0021299230";"3_30_40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0041248866";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0001139563";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0022527208";"3_30_40";"CASADO";"UNIVERSIDAD";">=2000";"HOMBRE"
"CLI0080572091";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0045875188";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0043135031";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0044951496";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0073203312";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0043199782";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0041633911";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0040586074";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"R_10440897041";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0009685034";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0017624323";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"MUJER"
"CLI0022182591";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0048277037";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"[600-1000>";"MUJER"
"CLI0008098003";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0008695933";"4_PLUS40";"CASADO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0009985953";"3_30_40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0042213523";"2_MINUS30";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0008315827";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0023997610";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0023902304";"4_PLUS40";"CASADO";"SECUNDARIA";"[1000-2000>";"HOMBRE"
"CLI0047132989";"2_MINUS30";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE"
"CLI0048223312";"2_MINUS30";"SOLTERO";"PRIMARIA";"<600";"HOMBRE"
"CLI0017866638";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"<600";"HOMBRE"
"CLI0018123442";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0000562451";"1_NULL";"SOLTERO";"SIN_ESTUDIOS";"<600";"HOMBRE"
"CLI0042420629";"3_30_40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0009737483";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0045513077";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0006996272";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0041408964";"3_30_40";"SOLTERO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0009464866";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0004400089";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0000116413";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0044879516";"2_MINUS30";"SOLTERO";"SECUNDARIA";"<600";"MUJER"
"CLI0045035007";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0021260384";"4_PLUS40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0031190130";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[600-1000>";"HOMBRE"
"CLI0004639552";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0006816456";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"HOMBRE"
"CLI0022664919";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0045025965";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0003672339";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0029286790";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0023967454";"4_PLUS40";"SOLTERO";"PRIMARIA";">=2000";"HOMBRE"
"CLI0029572877";"4_PLUS40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"MUJER"
"CLI0044279657";"2_MINUS30";"SOLTERO";"PRIMARIA";">=2000";"HOMBRE"
"CLI0023865154";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[600-1000>";"MUJER"
"CLI0080584991";"3_30_40";"SOLTERO";"PRIMARIA";"<600";"MUJER"
"CLI0003103595";"3_30_40";"CASADO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0010494737";"3_30_40";"SOLTERO";"UNIVERSIDAD";"[1000-2000>";"HOMBRE"
"CLI0009227772";"4_PLUS40";"SOLTERO";"PRIMARIA";"[600-1000>";"MUJER"
"CLI0008931105";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER"
"CLI0006585906";"4_PLUS40";"CASADO";"PRIMARIA";"[1000-2000>";"HOMBRE"
"CLI0007518770";"4_PLUS40";"SOLTERO";"SECUNDARIA";"<600";"HOMBRE"
"CLI0018150867";"4_PLUS40";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0043640359";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[1000-2000>";"MUJER"
"CLI0020643928";"4_PLUS40";"CASADO";"UNIVERSIDAD";">=2000";"MUJER"
"CLI0023995163";"3_30_40";"SOLTERO";"SECUNDARIA";">=2000";"HOMBRE"
"CLI0042318205";"2_MINUS30";"SOLTERO";"SECUNDARIA";"[600-1000>";"HOMBRE"
"CLI0080147805";"4_PLUS40";"SOLTERO";"PRIMARIA";"[1000-2000>";"MUJER"
